"","gene_id","chr","type","phenotype","PrediXcan_snp_num","filtered_snp_num","Z_1_join","p_1_join","Z_2_join","p_2_join","p_join"
"18","ENSG00000277147.4","1","NonSpecific","DA",3,1,-0.369,0.712127724773266,-0.369,0.712127724773266,0.712127724773266
"19","ENSG00000048707.13","1","NonSpecific","NDA",4,4,0.415603600408227,0.677700091656862,0.415603600408227,0.677700091656862,0.677700091656862
"20","ENSG00000084676.15","2","NonSpecific","NDA",8,8,1.25817981399438,0.208326733544896,1.25817981399438,0.208326733544896,0.208326733544896
"21","ENSG00000092607.13","1","NonSpecific","NDA",6,4,-0.506370361631176,0.612596676911568,-0.506370361631176,0.612596676911568,0.612596676911568
"22","ENSG00000103199.13","16","NonSpecific","NDA",9,8,2.16306330438646,0.0305363109973185,2.16306330438646,0.0305363109973185,0.0305363109973186
"23","ENSG00000110092.3","11","NonSpecific","NDA",11,11,-1.06725657159511,0.285855993036084,-1.06725657159511,0.285855993036084,0.285855993036084
"24","ENSG00000142233.11","19","NonSpecific","NDA",12,12,-0.805068997110649,0.420779865213993,-0.805068997110649,0.420779865213993,0.420779865213993
"25","ENSG00000149054.15","11","NonSpecific","NDA",16,15,0.508209007980962,0.611306774259515,0.508209007980962,0.611306774259515,0.611306774259515
"26","ENSG00000159164.9","1","NonSpecific","NDA",7,3,1.02626318060056,0.304767547535762,1.02626318060056,0.304767547535762,0.304767547535762
"27","ENSG00000165269.12","9","NonSpecific","NDA",6,5,1.19830456079195,0.230798471713183,1.19830456079195,0.230798471713183,0.230798471713183
"28","ENSG00000166333.13","11","NonSpecific","NDA",1,1,-0.662,0.507971221690227,-0.662,0.507971221690227,0.507971221690227
"29","ENSG00000183779.6","8","NonSpecific","NDA",4,4,6.58144281369726,4.65904706848374e-11,6.58144281369726,4.65904706848374e-11,4.65904807607669e-11
"30","ENSG00000198914.3","2","NonSpecific","NDA",11,11,-3.18081395696512,0.00146861909919438,-3.18081395696512,0.00146861909919438,0.00146861909919442
"31","ENSG00000224397.5","20","NonSpecific","NDA",5,5,0.294377949278045,0.768469114732816,0.294377949278045,0.768469114732816,0.768469114732816
"32","ENSG00000226445.1","6","NonSpecific","NDA",5,5,-3.1105253035934,0.00186754894252807,-3.1105253035934,0.00186754894252807,0.00186754894252804
"33","ENSG00000232871.8","19","NonSpecific","NDA",17,17,-1.63994553595912,0.101016491736658,-1.63994553595912,0.101016491736658,0.101016491736658
"34","ENSG00000236036.1","13","NonSpecific","NDA",3,3,3.96273111141106,7.40972201882193e-05,3.96273111141106,7.40972201882193e-05,7.40972201881872e-05
"35","ENSG00000257800.1","2","NonSpecific","NDA",4,4,0.912319380540321,0.36160061499387,0.912319380540321,0.36160061499387,0.36160061499387
"36","ENSG00000277147.4","1","NonSpecific","NDA",3,1,0.504,0.614261376983182,0.504,0.614261376983182,0.614261376983182
"37","ENSG00000048707.13","1","NonSpecific","PMD",4,4,-0.61666499911747,0.537455712007491,-0.61666499911747,0.537455712007491,0.537455712007491
"38","ENSG00000084676.15","2","NonSpecific","PMD",8,8,-0.209027780666271,0.834426551777986,-0.209027780666271,0.834426551777986,0.834426551777986
"39","ENSG00000092607.13","1","NonSpecific","PMD",6,4,1.13546756678559,0.256179463693821,1.13546756678559,0.256179463693821,0.256179463693821
"40","ENSG00000103199.13","16","NonSpecific","PMD",9,8,0.138790448183008,0.889615742176923,0.138790448183008,0.889615742176923,0.889615742176923
"41","ENSG00000110092.3","11","NonSpecific","PMD",11,11,1.68471478444917,0.0920436126819941,1.68471478444917,0.0920436126819941,0.0920436126819941
"42","ENSG00000142233.11","19","NonSpecific","PMD",12,12,-2.81136892213023,0.00493311863963203,-2.81136892213023,0.00493311863963203,0.00493311863963204
"43","ENSG00000149054.15","11","NonSpecific","PMD",16,15,-0.2176548861166,0.827698016572858,-0.2176548861166,0.827698016572858,0.827698016572858
"44","ENSG00000159164.9","1","NonSpecific","PMD",7,3,-4.06521493373938,4.79882168960413e-05,-4.06521493373938,4.79882168960413e-05,4.79882168960602e-05
"45","ENSG00000165269.12","9","NonSpecific","PMD",6,5,-2.03723720160149,0.0416262775034668,-2.03723720160149,0.0416262775034668,0.0416262775034668
"46","ENSG00000166333.13","11","NonSpecific","PMD",1,1,0.706,0.480188137451566,0.706,0.480188137451566,0.480188137451566
"47","ENSG00000183779.6","8","NonSpecific","PMD",4,4,-3.93727070441521,8.24136186464844e-05,-3.93727070441521,8.24136186464844e-05,8.24136186464707e-05
"48","ENSG00000198914.3","2","NonSpecific","PMD",11,11,3.99128504016238,6.57162379337235e-05,3.99128504016238,6.57162379337235e-05,6.57162379337387e-05
"49","ENSG00000224397.5","20","NonSpecific","PMD",5,5,-3.73702269920771,0.000186212118851506,-3.73702269920771,0.000186212118851506,0.000186212118851521
"50","ENSG00000226445.1","6","NonSpecific","PMD",5,5,0.318476066482929,0.750123846477564,0.318476066482929,0.750123846477564,0.750123846477564
"51","ENSG00000232871.8","19","NonSpecific","PMD",17,17,-4.58107185393418,4.62598856324258e-06,-4.58107185393418,4.62598856324258e-06,4.62598856325607e-06
"52","ENSG00000236036.1","13","NonSpecific","PMD",3,3,-2.51584484632877,0.0118747445205232,-2.51584484632877,0.0118747445205232,0.0118747445205232
"53","ENSG00000257800.1","2","NonSpecific","PMD",4,4,-1.26405690557043,0.206209602803738,-1.26405690557043,0.206209602803738,0.206209602803738
"54","ENSG00000277147.4","1","NonSpecific","PMD",3,1,-0.769,0.441893310532954,-0.769,0.441893310532954,0.441893310532954
